Venue Name,Average Rating,Review Count,SkyTrain Station,Latitude,Longitude,ID,Source,Distance
Sushi Kiwami,4.6,144,Bridgeport Station,49.1922175,-123.1325157,ChIJf5NN6dF1hlQRc_1jV8LCHjo,Google,596.8216344969486
Phnom Penh Restaurant,4.5,4069,Main Street-Science World,49.2784532,-123.0982239,ChIJs8IJ5W9xhlQR37XQMO_WQ04,Google,607.1611689953211
Chinatown BBQ,4.6,1283,Stadium-Chinatown,49.2802924,-123.1014981,ChIJ2Tlvd3BxhlQRXyY0-I5_a98,Google,607.6279142233235
Viet House,4.3,574,King Edward Station,49.2546261,-123.1150101,ChIJvcjK7-5zhlQR_zXenPNFW5k,Google,607.8850511750378
Fortune Lamb Dining 鸿羊轩,4.0,260,Joyce–Collingwood,49.2329518,-123.0330905,ChIJi5AdxJF2hlQRc3KNjBpXCcc,Google,610.5490978516794
Eat Chicken Wraps,4.7,120,Waterfront,49.281997,-123.1211441,ChIJtefKkH9xhlQR9eJp8-B_roY,Google,610.7883114257572
Kung Fu Noodle Kingsway–Joyce,4.3,337,Joyce–Collingwood,49.2334003,-123.0353567,ChIJofQPT5B2hlQRCkETMYq8GpE,Google,611.5902340171402
Showcase Restaurant & Bar,4.2,317,Vancouver City Centre,49.2878584,-123.1203357,ChIJUwY964NxhlQRslxEl4a2VZM,Google,612.1451896394871
Wing Ga Ma,3.7,3,Waterfront,49.2804987,-123.1188771,ChIJ50futyxxhlQRlFHkVY89zVc,Google,617.4234425706
The Templeton,4.5,2288,Vancouver City Centre,49.2784627,-123.1245068,ChIJ8w0ms9VzhlQRsjs1jGEh4is,Google,617.4732118143769
Original Joe's,3.9,689,Yaletown-Roundhouse Station,49.2785857,-123.1160399,ChIJpXXd0H1xhlQRHlEgFCUpqWY,Google,621.1934794981184
McDonald's,3.7,2314,Marine Drive Station,49.2119042,-123.1091738,ChIJnRUJyFh0hlQRjYWSUB-fnZY,Google,621.7482322678208
Good Co. Granville,4.0,1495,Granville,49.27971220000001,-123.1227289,ChIJO4AhIBNzhlQR1sdNx__mJ3k,Google,622.3493148454436
Floata Seafood Restaurant 富大海鮮酒家,3.7,925,Stadium-Chinatown,49.2791133,-123.1012439,ChIJddANvXpxhlQRkcJECJwhFNo,Google,624.5216634330155
CinCin Ristorante + Bar,4.5,1406,Vancouver City Centre,49.285261,-123.1261391,ChIJ7WzZ7IBxhlQRSVRBfdNFvfQ,Google,628.0103562656893
Fat Mao Noodles (Chinatown),4.5,1032,Main Street-Science World,49.2787565,-123.0989573,ChIJoySK_m9xhlQRWkJZNwcfGsU,Google,629.1345621595939
Tim Hortons,2.8,179,Langara-49th Avenue Station,49.22478,-123.1076175,ChIJwRzLQG90hlQRTo6tNN_XStU,Google,635.3117282892173
El Furniture Warehouse Granville,4.1,1697,Granville,49.2795887,-123.1228573,ChIJczYGnNVzhlQRTtmLygm3sGk,Google,638.3092155944561
Ophelia,4.4,698,Olympic Village Station,49.2695934,-123.1081421,ChIJfTQAlSlzhlQRglYOHc_MZpg,Google,640.0494611025974
Sai Woo,4.1,653,Stadium-Chinatown,49.280164,-123.1010006,ChIJP1ytenBxhlQR2QNNkLzRadM,Google,642.0261303576697
Jade Dynasty Restaurant,4.2,939,Stadium-Chinatown,49.2805176,-123.1009808,ChIJQboZZXBxhlQRhpqHCR2PcF8,Google,648.1869728673349
C|PRIME Modern Italian Steak and Wine,4.4,477,Vancouver City Centre,49.2808932,-123.1272281,ChIJKyWuLdVzhlQR42fs0OJefqA,Google,649.0417985556658
Mott 32 Vancouver,4.1,486,Vancouver City Centre,49.2868595,-123.1245356,ChIJq0XJF4FxhlQRPjqQWB0lHWM,Google,650.2914661567731
The Flying Pig Olympic Village,4.0,1008,Olympic Village Station,49.2694509,-123.1077554,ChIJeVrm4WFxhlQRGHTlAzU6zOc,Google,656.041024817842
Triple O's Langara College,3.1,27,Langara-49th Avenue Station,49.22460400000001,-123.107379,ChIJ4XauU290hlQR8ay1ORphF40,Google,657.1901659442665
A&W Canada,3.9,429,Waterfront,49.2796411,-123.1175138,ChIJfWfmZX5xhlQRkE-hZ2O4WfA,Google,657.9678252878155
DD MAU Chinatown,4.5,466,Stadium-Chinatown,49.28051370000001,-123.1007844,ChIJW7ieZXBxhlQRN0Bx8VKwP5E,Google,662.211820310192
Is That French,4.8,92,Waterfront,49.2833132,-123.1055689,ChIJPV6Qs7lxhlQRZF3eHOogFUI,Google,663.6369163763179
Liberte Cafe & Restaurant,4.4,695,Joyce–Collingwood,49.2346522,-123.0245711,ChIJBQF63mZ3hlQRycrQj5xH4Pc,Google,665.9194337371417
Pacific Poke,4.3,550,Main Street-Science World,49.2791668,-123.1000037,ChIJoaA4BHBxhlQRmZ_Vcw5DSsA,Google,667.0655030482703
Bao Bei,4.5,995,Stadium-Chinatown,49.27961209999999,-123.1005933,ChIJWco1DnBxhlQRWIzGva76dZc,Google,668.951185191035
Mandarin Hong Kong Cafe 文華餐廳,3.8,394,King Edward Station,49.2486262,-123.1252502,ChIJgUcbiZJzhlQR1FAQKMpVJUU,Google,684.5349290508461
Megabite Granville St.,3.8,546,Granville,49.2792846,-123.1233341,ChIJZTTj0n9xhlQRQrsfxMoiCYE,Google,686.5601946484187
Bao Down OV,3.8,788,Olympic Village Station,49.2694599,-123.1072692,ChIJKx6r5mFxhlQRFDCv_FWK7TI,Google,687.4183065812135
Prestons Restaurant + Lounge Vancouver,3.9,278,Vancouver City Centre,49.288219,-123.1222251,ChIJ1-V8VYFxhlQRrV7eXCmKzDg,Google,690.9550058623716
Earls Kitchen + Bar,4.3,2203,Vancouver City Centre,49.28593129999999,-123.1265501,ChIJ2X2rwYBxhlQRqMhKr3Op5hE,Google,692.5761072712731
Happy Family Restaurant,3.9,393,Nanaimo Station,49.2436228,-123.0623195,ChIJK_D5wqV2hlQR1sAxRjhdvN4,Google,695.6625707953277
Café One,4.1,259,Burrard,49.2804097,-123.1256877,ChIJv3cnJtVzhlQRV0jJmkeEfpU,Google,696.6167491827939
City 1 Cafe,3.8,243,King Edward Station,49.2485021,-123.1254513,ChIJM7e1WJJzhlQRpAKFOufgaIk,Google,700.4398412921992
P2B Restaurant + Bar,3.9,299,Waterfront Station,49.2884094,-123.1204975,ChIJV5_58YNxhlQRAY6qECXa8vI,Google,701.9949311325561
Dragon Crepe,3.8,142,Joyce–Collingwood,49.2321927,-123.0294737,ChIJ3SIpD452hlQRfT48xZzK_hw,Google,706.967204567594
Pizza Coming Soon,4.4,245,Stadium-Chinatown,49.2805063,-123.1001523,ChIJR3HVAnhxhlQRcMRDk1a_rIM,Google,707.4894384426797
Kim Express,4.4,217,King Edward Station,49.2485018,-123.1255502,ChIJdWFNX5JzhlQR3IVLUjxVfOo,Google,707.5799523647116
The Dime on Granville,4.2,656,Granville,49.2791345,-123.1235239,ChIJsXZ9odVzhlQR0vLHvD753Tc,Google,707.8772383724728
Burgoo,4.4,932,Vancouver City Centre,49.27993799999999,-123.1275802,ChIJXVNu3NRzhlQRu61nhstCwkM,Google,708.7634607311159
Oyster Express,4.6,319,Main Street-Science World,49.279292,-123.097424,ChIJEcMJ2G9xhlQRXDCcU027qqs,Google,712.8509081968222
Eat Bar & Patio Haraheri,4.3,1087,Burrard,49.2800364,-123.1252786,ChIJda43-9FzhlQR8bDraTrZvXo,Google,715.3668331804539
Osaka Sushi,3.7,327,King Edward Station,49.2485049,-123.1257339,ChIJw_vfWJJzhlQR445pra31zWE,Google,720.801303230738
Heaven Bar& grill,4.0,249,Granville,49.278834,-123.1233701,ChIJJZyk1rlzhlQR9K5KeaRaefY,Google,721.9867962259557
A&W Canada,3.7,532,Granville,49.2787483,-123.1232988,ChIJU3FxpNVzhlQRBzuT1MFMc90,Google,724.8451871358354
Virtuous Pie,4.5,1968,Main Street-Science World,49.2797306,-123.0999778,ChIJfTY_EnBxhlQRTEuUOuEbJMI,Google,729.7837304447652
bbq Chicken & Pub Granville,4.8,84,Granville,49.2789398,-123.1237695,ChIJf80rBxRzhlQR05A8XdfTdww,Google,735.5235979550304
McDonald's,3.7,1324,Marine Drive Station,49.2060654,-123.125516,ChIJk00dH-50hlQRuFg6Si9b_YM,Google,735.9237866668965
Mui Ngo Gai Restaurant,4.4,749,Nanaimo Station,49.244668,-123.06448,ChIJBW9vVq92hlQRZ_mt2ig6dY8,Google,739.9215314815332
The Tipper Restaurant,4.5,619,Nanaimo Station,49.2445748,-123.0643875,ChIJVb0YVq92hlQRr26cPXIX0k0,Google,740.0072317711379
The Sea House Fish and Chips,4.3,297,Joyce–Collingwood,49.2361565,-123.0413838,ChIJo-5rgV9xhlQR4tiEqxRO9es,Google,741.063830915286
Pho Quynh Express,4.1,390,Olympic Village Station,49.2694288,-123.1061939,ChIJ0e8lwmFxhlQRBjcIrg-6Jvs,Google,755.609071138753
Chili Pepper House,4.0,1736,Joyce–Collingwood,49.2362739,-123.041719,ChIJvZZmQpd2hlQR4uFHqA3XZgU,Google,759.9457243677808
The Boss Bakery & Restaurant Chinatown,4.0,485,Stadium-Chinatown,49.279825,-123.0993261,ChIJoasPFHBxhlQRpEZzN4UA_04,Google,761.1372155679293
Prime Time Chicken and Chinese Food,3.6,77,Stadium-Chinatown,49.28094249999999,-123.0994591,ChIJKUC8W3BxhlQRNlAvSHLeWtQ,Google,765.0064334887711
Zarak by Afghan Kitchen,4.7,734,Main Street-Science World,49.26627089999999,-123.1006185,ChIJhbvdyX1xhlQRMIebjMPIEYI,Google,767.6156063709775
Dylan's,4.1,220,Langara-49th Avenue Station,49.2194307,-123.1180369,ChIJ21kdsmF0hlQRXIljFG2cQYA,Google,769.1696799000918
Saba Foods Yemeni Restaurant,4.7,706,Main Street-Science World,49.2801171,-123.1001592,ChIJ_4DyPpfbhVQRv2KFIlapZ5g,Google,772.3849845659017
Love for Pho,3.9,592,Joyce–Collingwood,49.2317459,-123.028224,ChIJGyB5DI52hlQRo-zZzzfgYjQ,Google,780.3113801714343
Green Lettuce,4.2,1204,Nanaimo Station,49.24572509999999,-123.0659831,ChIJNxA_NK92hlQRo5P7Gmbc-1I,Google,783.871523799915
Gain Wah Restaurant Ltd,4.2,330,Stadium-Chinatown,49.2793718,-123.0989439,ChIJNyKZGXBxhlQRQm981OXurdU,Google,789.1635282773412
"Max's Restaurant, Cuisine of the Philippines, Vancouver",3.9,1264,Joyce–Collingwood,49.2318982,-123.02726,ChIJ9_jRPul3hlQRHu7uUdvkabc,Google,790.5869403755081
Cactus Club Cafe Coal Harbour,4.4,5282,Vancouver City Centre,49.2895929,-123.1181771,ChIJ9efnfINxhlQRKovtjwKKJGA,Google,792.7502261645074
Kent's Kitchen,4.1,487,Stadium-Chinatown,49.2793672,-123.0988094,ChIJr907GXBxhlQRyy4rdK_zN9k,Google,798.9326398532797
CRAFT Beer Market False Creek,4.3,7186,Olympic Village Station,49.2705533,-123.1063641,ChIJD9X_gIB-C0ER-aY29gH18cM,Google,806.3249928797469
Thai Away Home on Granville,4.3,437,Granville,49.2785035,-123.1245091,ChIJw1aBrdVzhlQRn5GWQhUM6cw,Google,807.847645600169
Café FortyOne,4.5,218,Oakridge-41st Avenue,49.2337508,-123.1277458,ChIJmY4h7Hh0hlQR5QpmeH9ZQLk,Google,808.7295040176282
Meet Fan,4.8,78,Joyce–Collingwood,49.2320443,-123.0262638,ChIJZytD-t53hlQRTFmpuPJkh90,Google,808.9314669562812
金边小馆,3.9,16,Stadium-Chinatown,49.2786535,-123.0985939,ChIJ21MY43pxhlQRZ3F5_X9GuPw,Google,821.3709392993576
St. Paul's Hospital Cafeteria - Balance Eatery,2.8,9,Burrard,49.2805127,-123.1285127,ChIJ3RRZ8vlzhlQRpenh49PkDq4,Google,822.9880510112941
Happy Noodle House,4.5,480,Vancouver City Centre,49.2767032,-123.1257371,ChIJsxhDTOxzhlQRotb7IdpsFgM,Google,823.5058920360258
Kissa Tanto,4.6,1190,Main Street-Science World,49.2804667,-123.0981255,ChIJD8oBSnBxhlQRaX3X1supJ0g,Google,827.0316578344341
Wendy's,3.9,1596,Marine Drive Station,49.2119168,-123.1061545,ChIJsyHnGVl0hlQRyCDjNCmsKmI,Google,827.88033964676
Kam Wai Dim Sum 金 威 點 心,4.5,226,Stadium-Chinatown,49.28047230000001,-123.0984377,ChIJdwUEMnBxhlQRdoApBIMnj-Q,Google,830.4551292530855
Deer Alley Restaurant 德意小館,4.6,27,Stadium-Chinatown,49.2854039,-123.1172004,ChIJ4QTFOPBxhlQRveO_PRL6vGQ,Google,835.1729828851135
Michi Craft Kitchen,3.9,187,Joyce–Collingwood,49.2324554,-123.02436,ChIJP1Bjs3N3hlQRGkNMRKjV518,Google,849.4113707212747
Seasons in the Park,4.4,2639,King Edward Station @ Platform 1,49.2420056,-123.1118562,ChIJZ0UuanRuhlQRab4hMds18Uo,Google,849.6764235645318
The Edge Social Grille & Lounge,3.9,123,Granville,49.2778114,-123.1243258,ChIJSwzZS9RzhlQRPCpy4GqPpPQ,Google,851.1862078914497
BC Kitchen,3.4,125,Vancouver City Centre,49.2755046,-123.1134347,ChIJIf3QR31xhlQRsnk9rRCMvR4,Google,860.714358594406
Sun Garden Chinese Restaurant,3.6,131,King Edward Station,49.2514875,-123.1272813,ChIJhzuAa5NzhlQRIG-P1XOisAo,Google,867.6410414246566
Maxim's Bakery & Restaurant Chinatown,4.1,311,Stadium-Chinatown,49.2795972,-123.097852,ChIJC4DYJnBxhlQRsMN3SgG3KIo,Google,867.8115162601925
Unwind,3.8,17,Granville,49.2784534,-123.1257027,ChIJ617TVtRzhlQR7vaGhGEZ7Sc,Google,878.2275741238639
Bon's Off Broadway,4.4,2754,Commercial-Broadway Station,49.2626618,-123.0570922,ChIJ39tg6zVxhlQRPuI976Oa8xw,Google,881.2627114230213
Manpuku Bento Japanese Lunchbox Takeout Chinatown Vancouver,4.7,308,Stadium-Chinatown,49.2802525,-123.0975347,ChIJvWhUmgFxhlQRvzLy1VFKRO4,Google,893.3938538555092
Hon's Wonton House - Olympic Village,3.8,326,Olympic Village Station,49.2693911,-123.1040155,ChIJe60TJFZxhlQR7EFVTY28s2U,Google,899.6973045897842
Bar Corso,4.6,306,Commercial-Broadway Station,49.2707543,-123.0694507,ChIJNWm91udxhlQRv_cFcXKSgDk,Google,904.2941279186307
Border Burrito,4.4,211,Joyce–Collingwood,49.2448369,-123.0241361,ChIJZUN78ZF3hlQRMaMY3CUoHI4,Google,907.040044176488
The Dime,4.1,1252,Commercial-Broadway Station,49.270798,-123.0697508,ChIJiYhDVkdxhlQRyJTccHW0vpg,Google,909.7854315514883
Kimu Japanese Cuisine,4.2,939,Joyce–Collingwood,49.244924,-123.0241216,ChIJVebs7Ol2hlQRE3sctg4B1o4,Google,915.3703275703009
Lucha Libre Taqueria,4.3,991,Waterfront,49.2794278,-123.123516,ChIJH7IyoNVzhlQRzjiVf6z3I5g,Google,925.9058432494562
Mr Greek Donair Town,4.5,436,Granville,49.2775213,-123.1259388,ChIJNYJnQNRzhlQRoOUptEtYLdo,Google,957.9301745681639
White Spot Granville & Drake,3.5,650,Vancouver City Centre,49.2761617,-123.1282037,ChIJWUoK7tNzhlQR9inDtjC8lc8,Google,987.9065481123025
The Charlatan,4.2,1006,Commercial-Broadway Station,49.2715475,-123.0697522,ChIJ0z_tUz9xhlQRX7t01nVfqL4,Google,993.0657023229276
Shiok Singaporean Cuisine,4.4,526,Nanaimo Station,49.2469969,-123.0695032,ChIJiUfF5Yx3hlQR6U9qdVvX92U,Google,996.4004372164642
Nando's PERi-PERi,4.1,1634,Burrard,49.2778792,-123.1276486,ChIJLflEYtRzhlQRxsZqG9SBl18,Google,1009.7928470210345
Fritz European Fry House,4.3,1330,Granville,49.277318,-123.126683,ChIJB2dabNRzhlQR8uUmA5w0nTQ,Google,1013.3419650625137
Mumbai Local Restaurant,3.9,1030,Vancouver City Centre,49.2808497,-123.1323893,ChIJZ3QhqStzhlQRTpGMk4wRzgY,Google,1015.4107941777276
Himalaya Restaurant,3.5,653,Langara-49th Avenue Station,49.2248592,-123.1018762,ChIJpfU6bWl0hlQR6d6lwBQdXQA,Google,1042.6582861115828
Triple O's,3.8,512,Marine Drive Station,49.2107464,-123.1026831,ChIJgT5YjVl0hlQRtPF7L1juXxM,Google,1048.3185173210677
PiDGiN Restaurant,4.4,943,Vancouver City Centre,49.28188100000001,-123.104145,ChIJj7pRp3BxhlQR8QU5qnkjG5U,Google,1051.4704253994387
Collective Goods Bistro & Grocer,4.6,173,Commercial-Broadway Station,49.2531515,-123.0678398,ChIJqwhNSMF3hlQRiswagagGOIA,Google,1058.0506138194557
All India Sweets & Restaurant,3.7,677,Langara-49th Avenue Station,49.22512380000001,-123.101467,ChIJybHtQml0hlQRiqQCDi2gjSU,Google,1068.2786300946464
Main Kabab Hut,3.8,402,Langara-49th Avenue Station,49.225753,-123.1012355,ChIJS7DPXWl0hlQRDlcIVY5lWoo,Google,1079.2902909511945
Superbaba (Vancouver),4.7,749,Main Street-Science World,49.2633529,-123.1011885,ChIJT1nDEj1xhlQRL7VuTAnsxeI,Google,1093.5293206902763
Salmon n' Bannock,4.7,835,Broadway-City Hall Station,49.263303,-123.1297697,ChIJu6VAq8ZzhlQR04WRjQzdZ_A,Google,1105.6115397588621
Sawasdee Thai Restaurant,4.5,969,King Edward Station,49.2470623,-123.100929,ChIJIcffCvdzhlQRZI-lN1QBMis,Google,1109.1572778694983
Wo's Chinese Restaurant 金穗園美食,4.2,306,Marine Drive Station,49.211445,-123.1019811,ChIJbXXGi1l0hlQRrXnLPCRJkM0,Google,1110.136643771865
Hi Five Chicken,4.2,1324,Marine Drive Station,49.211306,-123.1018814,ChIJA98BZpN1hlQRGfpzE7K3GiY,Google,1114.6393093212396
Pho Hoa + Jazen Tea (Oak),3.5,416,Oakridge-41st Avenue,49.2269613,-123.1287227,ChIJWzznCX10hlQRng2V3Gi1hIM,Google,1115.125105613998
A&W Canada,4.0,602,Oakridge-41st Avenue,49.2267696,-123.1288021,ChIJuTRXDZ9zhlQRuGKaUegoK7g,Google,1132.9033204006594
White Spot (Best Western),3.5,852,Marine Drive Station,49.2047799,-123.1308056,ChIJsR4Wx-50hlQRraBRLz20in0,Google,1139.5718796511326
L'Abattoir,4.5,1281,Main Street-Science World,49.2831345,-123.1044638,ChIJJy1TTHdxhlQRgQQZgi9ga9o,Google,1147.273218181491
Twisted Fork,4.5,1487,Main Street-Science World,49.2831834,-123.1044482,ChIJM4XXRdRzhlQRU5tJVe7D8xY,Google,1152.2318127675846
Sushi Coen,3.4,171,Burrard,49.2777721,-123.1308702,ChIJM4I5ctNzhlQRIkFd01nsCTE,Google,1160.6655163973664
#e food,4.8,311,Burrard,49.2777086,-123.1309296,ChIJm4D0bdNzhlQRwU4eqgatSo8,Google,1168.8022790719579
Maxine's Cafe & Bar,4.5,687,Burrard,49.27791490000001,-123.1313221,ChIJIZ-EdbpzhlQRqQRe82W0TKo,Google,1171.2031134243887
Cardero's Restaurant,4.5,5137,Vancouver City Centre,49.2916101,-123.1274816,ChIJOQXpDoZxhlQRwQ2A6Ulh9-w,Google,1202.868214398334
Osaka Sushi,4.5,787,Burrard,49.2777172,-123.1317216,ChIJk7cGD9NzhlQRC7W5__vGJvk,Google,1207.1141049178996
Daikichi Sushi Shop,3.5,194,Burrard,49.2774349,-123.1312914,ChIJA-5fDNNzhlQRX42Z_zpcDoo,Google,1208.9851041114043
Original Tandoori Kitchen,3.9,346,Langara-49th Avenue Station,49.21915329999999,-123.1020795,ChIJDf5DMl10hlQRSkJuZs97PG4,Google,1285.6246318474286
Kopitiam Malaysia,3.7,403,Joyce–Collingwood,49.2498546,-123.0341109,ChIJaUrrvsZ2hlQRbUoEvFz2t0I,Google,1288.0520174608694
iSushi Japanese Restaurant,4.4,153,Joyce–Collingwood,49.2499391,-123.0341205,ChIJ-_BpAIZ3hlQRXkr9B4w5O64,Google,1297.457529049473
Takara Sushi,4.5,470,Gilmore Station,49.2546085,-123.0225166,ChIJbQwfVTd3hlQRrNbHfHr-z1Y,Google,1318.8160981762865
SeaHouse Restaurant,4.1,283,Waterfront,49.2736125,-123.1183968,ChIJe9g1ER1zhlQRTSOlVIq6exE,Google,1319.1832782041195
Subway,2.7,28,Marine Drive Station,49.2089106,-123.0988951,ChIJ7bPAOVd0hlQRmW-DalQiMx8,Google,1319.3612767712311
Nukkad Indian Street Eats,4.9,164,Sea Island Centre,49.1981057,-123.1413756,ChIJ5wj6nFB1hlQRqbazx4h4G5E,Google,1325.3353279812077
White Spot Kingsway,4.1,1632,Nanaimo Station,49.2490032,-123.0742037,ChIJ_TBEo6t2hlQREQbSorALnrU,Google,1329.7765166380802
Neptune Wonton Noodle,3.6,606,Sea Island Centre,49.1967851,-123.1404232,ChIJoZcnt9x0hlQRjmSrHXBhcFQ,Google,1335.578752858056
Super Chef Grill,4.6,204,Olympic Village Station,49.278552,-123.1157328,ChIJIY8E0n1xhlQRRqtqthf2YK0,Google,1335.700374339759
A&W Canada,3.6,205,Sea Island Centre,49.1967779,-123.1403404,ChIJi75Zj411hlQR6JTnNxFmOX8,Google,1341.0498890419913
BiBo Pizzeria,3.9,887,Sea Island Centre,49.1967649,-123.1401784,ChIJ_3adt9x0hlQRKOFpsUS8g30,Google,1351.8060236194435
Lunch Lady,4.4,1144,Commercial-Broadway Station,49.2749731,-123.0693852,ChIJL9D-EKBxhlQRsrmXmBaXfUU,Google,1373.3127418832612
Food Folk Eatery,5.0,3,Sea Island Centre,49.19673599999999,-123.1398484,ChIJd15_udx0hlQRwBOrCbRTLeM,Google,1373.692588106674
Hugo's Churros & Tacos,4.4,777,Sea Island Centre,49.1967292,-123.1397123,ChIJx9PAlaN1hlQRy-3Q3Kk4VOo,Google,1382.9099376775246
Ryuu Japanese Kitchen (YVR Outlet),2.4,353,Sea Island Centre,49.1966879,-123.1396266,ChIJi44Jx9x0hlQRFOp2luI1hZ0,Google,1387.512470808415
Pizza 222,0.0,0,Joyce–Collingwood,49.2388833,-123.0511283,ChIJ5R_KkqJ2hlQRGLjSWXDHLIk,Google,1407.449255400743
ETEA cafe,3.8,390,Joyce–Collingwood,49.2510367,-123.0345364,ChIJP9fhj8Z2hlQRkXBMcmjdJPw,Google,1422.4917504800947
Milltown Bar & Grill,4.3,2728,Sea Island Centre,49.2023602,-123.1443786,ChIJO9_NhsF0hlQRM9o_-ipikuQ,Google,1427.0464639093861
Shizenya Restaurant on Broadway,4.4,376,Broadway-City Hall Station,49.26386979999999,-123.1342545,ChIJd8nsrsZzhlQR_zEsdqKbsl0,Google,1433.802461425384
Hula Poke,4.0,77,Sea Island Centre,49.1969663,-123.1390737,ChIJZRGU9WN1hlQRgl3es2bG-18,Google,1435.0822146099185
Autostrada Osteria Main Street,4.4,384,Oakridge-41st Avenue,49.24172859999999,-123.1016477,ChIJ75lsKAp0hlQRWHeE2gb60f0,Google,1447.18541371209
Maizal RMF,4.4,592,Main Street-Science World,49.2599949,-123.1013468,ChIJS7TPzuNzhlQRDLeDEoR65kU,Google,1467.0127225891765
Cibo Trattoria,3.9,210,Olympic Village Station,49.2793994,-123.1204307,ChIJG3E_JH5xhlQRARNRbsTDHkw,Google,1471.88035837596
Cafe de l'Orangerie,4.4,1248,Marine Drive Station,49.2041713,-123.1354751,ChIJgX5WN-t0hlQR6OHkfPphZRw,Google,1473.5471153876545
La Raza Mexican Cuisine,0.0,0,Joyce–Collingwood,49.250408,-123.0403444,ChIJaeIvQdZ3hlQR62iBkWgU13A,Google,1476.256253312138
Absinthe Bistro,4.6,420,Commercial-Broadway Station,49.2759794,-123.0693283,ChIJlyrTET9xhlQR-mtL9pgF4qs,Google,1485.1809050141107
Ragazzi Pizza Co,4.4,552,Joyce–Collingwood,49.2503946,-123.0417593,ChIJtYdu7cd2hlQR_ZI1AZv_R1g,Google,1521.1636035935137
Lift Bar Grill View,4.2,1572,Waterfront Station,49.2936612,-123.1296542,ChIJdVf3y4hxhlQR55KiHpZHEDE,Google,1571.6111206908047
Johnny’s on Oak Restaurant Vancouver (Best Neighbours Restaurant),4.4,424,Broadway-City Hall Station,49.25141,-123.127289,ChIJY29n8q13hlQR_AuS1MP2CyI,Google,1586.2346647445415
Trattoria Burnaby,3.9,2503,Royal Oak Station,49.2301941,-123.0039355,ChIJwUaKHvZ2hlQR6O83uq2i2HA,Google,1589.6817140327867
Yue Ting Seafood Restaurant,3.6,182,Joyce–Collingwood,49.23963089999999,-123.0536173,ChIJO6SwROx3hlQR7qsuAwkMw9M,Google,1593.1462722002484
chefhyve,4.7,326,Joyce–Collingwood,49.2400203,-123.0536254,ChIJD9FqHfZ3hlQR93H8FJxScfg,Google,1598.107531891751
Kwan Luck Restaurant,4.1,286,Joyce–Collingwood,49.2396305,-123.0540767,ChIJ9a69qaN2hlQRpVzGWXK0ZvA,Google,1626.3687058784128
Trocadero Pizza & Steak House,4.3,490,Nanaimo Station,49.26307680000001,-123.0569475,ChIJ09KN6TVxhlQR0907w_MD0mg,Google,1647.229214117739
Bubble Waffle Cafe,3.5,14,Sea Island Centre,49.2064362,-123.1476691,ChIJU7sYEbl1hlQRfxNLIwpmCVQ,Google,1663.837475532501
Church's Texas Chicken,3.9,2164,Joyce–Collingwood,49.2400885,-123.054624,ChIJ_7XkpqN2hlQRlBw68Ti3UAc,Google,1670.9959174107398
Metro town,0.0,0,Joyce–Collingwood,49.2401005,-123.0546516,ChIJD9lMwEJ3hlQRWgJgRKZzpOw,Google,1673.139032838536
McDonald's,3.5,753,Broadway-City Hall Station,49.2633885,-123.1379777,ChIJbW0YnsdzhlQR2mtc9pcWMWw,Google,1701.2517952756612
Hikari Cafe,4.4,77,Oakridge-41st Avenue,49.2341819,-123.1401925,ChIJ6RGXM4BzhlQRBDu24fv8BfI,Google,1713.543166872858
Mazahr Lebanese Kitchen,4.8,588,Broadway-City Hall Station,49.2616169,-123.1382068,ChIJvwZJqBxzhlQR-es8abhT5zM,Google,1724.1992784851084
"Thai Son Restaurant (Marine Dr, Vancouver)",4.0,404,Marine Drive Station,49.2044495,-123.1394399,ChIJ-WKsPup0hlQRFSu9T1WoLQ8,Google,1729.0883232373706
Subway,4.0,169,Marine Drive Station,49.21054410000001,-123.0930479,ChIJ9_qZN1B0hlQRPKDVi8YPA8w,Google,1744.0990164547325
New Fishport Seafood Bistro,3.9,199,Marine Drive Station,49.2105876,-123.0926189,ChIJn6xdOQF1hlQRCNrrNczEZ_Q,Google,1775.485608748286
Tin Tin Seafood Harbour,4.0,1069,Sea Island Centre,49.186607,-123.1354193,ChIJxdykwCd1hlQRa_oqLfL27OE,Google,1783.0638461264778
Sen Pad Thai,4.2,245,Granville,49.2728156,-123.134995,ChIJJaBwcM5zhlQRklpR_RexGAw,Google,1796.9848508411746
the apron,4.0,155,Sea Island Centre,49.1907358,-123.1333793,ChIJi_-UK990hlQR34VR-RbEdw8,Google,1799.600000387311
Pho Zen Vietnamese Cuisine,4.4,214,Marine Drive Station,49.2106133,-123.0922313,ChIJTRR5Ez11hlQRc0UZbj4e7vc,Google,1803.7594037481338
Sprig Contemporary Greek Kitchen,4.5,69,Granville,49.2727438,-123.135125,ChIJAZNLdM5zhlQRbYf9d1KOECk,Google,1809.3417705102145
Popina Canteen,3.7,519,Granville,49.2729106,-123.1355482,ChIJv7-lqmVzhlQRRN2dTBHmeXM,Google,1821.0105190937381
Banana Leaf on Davie,4.3,1065,Olympic Village Station,49.27990579999999,-123.1302276,ChIJy8QPstRzhlQRwnXVAci0KBA,Google,1825.3617603228201
So Hyang Korean Cuisine,4.4,1307,Langara-49th Avenue Station,49.227049,-123.0909204,ChIJjapwJRV0hlQROAAoOLJVmGY,Google,1829.3144953800008
